"","location","iso_code","people_vaccinated","date","daily_vaccinations_per_million"
"1","Afghanistan","AFG",0,2021-02-22,NA
"2","Afghanistan","AFG",NA,2021-02-23,35
"3","Afghanistan","AFG",NA,2021-02-24,35
"4","Afghanistan","AFG",NA,2021-02-25,35
"5","Afghanistan","AFG",NA,2021-02-26,35
"6","Afghanistan","AFG",NA,2021-02-27,35
"7","Afghanistan","AFG",8200,2021-02-28,35
"8","Afghanistan","AFG",NA,2021-03-01,41
"9","Afghanistan","AFG",NA,2021-03-02,46
"10","Afghanistan","AFG",NA,2021-03-03,52
"11","Afghanistan","AFG",NA,2021-03-04,57
"12","Afghanistan","AFG",NA,2021-03-05,63
"13","Afghanistan","AFG",NA,2021-03-06,68
"14","Afghanistan","AFG",NA,2021-03-07,74
"15","Afghanistan","AFG",NA,2021-03-08,74
"16","Afghanistan","AFG",NA,2021-03-09,74
"17","Afghanistan","AFG",NA,2021-03-10,74
"18","Afghanistan","AFG",NA,2021-03-11,74
"19","Afghanistan","AFG",NA,2021-03-12,74
"20","Afghanistan","AFG",NA,2021-03-13,74
"21","Afghanistan","AFG",NA,2021-03-14,74
"22","Afghanistan","AFG",NA,2021-03-15,74
"23","Afghanistan","AFG",54000,2021-03-16,74
"24","Afghanistan","AFG",NA,2021-03-17,74
"25","Afghanistan","AFG",NA,2021-03-18,75
"26","Afghanistan","AFG",NA,2021-03-19,75
"27","Afghanistan","AFG",NA,2021-03-20,76
"28","Afghanistan","AFG",NA,2021-03-21,76
"29","Afghanistan","AFG",NA,2021-03-22,77
"30","Afghanistan","AFG",NA,2021-03-23,77
"31","Afghanistan","AFG",NA,2021-03-24,77
"32","Afghanistan","AFG",NA,2021-03-25,77
"33","Afghanistan","AFG",NA,2021-03-26,77
"34","Afghanistan","AFG",NA,2021-03-27,77
"35","Afghanistan","AFG",NA,2021-03-28,77
"36","Afghanistan","AFG",NA,2021-03-29,77
"37","Afghanistan","AFG",NA,2021-03-30,77
"38","Afghanistan","AFG",NA,2021-03-31,77
"39","Afghanistan","AFG",NA,2021-04-01,77
"40","Afghanistan","AFG",NA,2021-04-02,77
"41","Afghanistan","AFG",NA,2021-04-03,77
"42","Afghanistan","AFG",NA,2021-04-04,77
"43","Afghanistan","AFG",NA,2021-04-05,77
"44","Afghanistan","AFG",NA,2021-04-06,77
"45","Afghanistan","AFG",120000,2021-04-07,77
"46","Afghanistan","AFG",NA,2021-04-08,95
"47","Afghanistan","AFG",NA,2021-04-09,114
"48","Afghanistan","AFG",NA,2021-04-10,132
"49","Afghanistan","AFG",NA,2021-04-11,150
"50","Afghanistan","AFG",NA,2021-04-12,169
"51","Afghanistan","AFG",NA,2021-04-13,187
"52","Afghanistan","AFG",NA,2021-04-14,206
"53","Afghanistan","AFG",NA,2021-04-15,206
"54","Afghanistan","AFG",NA,2021-04-16,206
"55","Afghanistan","AFG",NA,2021-04-17,206
"56","Afghanistan","AFG",NA,2021-04-18,206
"57","Afghanistan","AFG",NA,2021-04-19,206
"58","Afghanistan","AFG",NA,2021-04-20,206
"59","Afghanistan","AFG",NA,2021-04-21,206
"60","Afghanistan","AFG",240000,2021-04-22,206
"61","Afghanistan","AFG",NA,2021-04-23,227
"62","Afghanistan","AFG",NA,2021-04-24,249
"63","Afghanistan","AFG",NA,2021-04-25,271
"64","Afghanistan","AFG",NA,2021-04-26,292
"65","Afghanistan","AFG",NA,2021-04-27,314
"66","Afghanistan","AFG",NA,2021-04-28,336
"67","Afghanistan","AFG",NA,2021-04-29,358
"68","Afghanistan","AFG",NA,2021-04-30,358
"69","Afghanistan","AFG",NA,2021-05-01,358
"70","Afghanistan","AFG",NA,2021-05-02,358
"71","Afghanistan","AFG",NA,2021-05-03,358
"72","Afghanistan","AFG",NA,2021-05-04,358
"73","Afghanistan","AFG",NA,2021-05-05,358
"74","Afghanistan","AFG",NA,2021-05-06,358
"75","Afghanistan","AFG",NA,2021-05-07,358
"76","Afghanistan","AFG",NA,2021-05-08,358
"77","Afghanistan","AFG",NA,2021-05-09,358
"78","Afghanistan","AFG",NA,2021-05-10,358
"79","Afghanistan","AFG",448878,2021-05-11,358
"80","Afghanistan","AFG",NA,2021-05-12,324
"81","Afghanistan","AFG",NA,2021-05-13,291
"82","Afghanistan","AFG",NA,2021-05-14,257
"83","Afghanistan","AFG",NA,2021-05-15,224
"84","Afghanistan","AFG",NA,2021-05-16,191
"85","Afghanistan","AFG",NA,2021-05-17,157
"86","Afghanistan","AFG",NA,2021-05-18,124
"87","Afghanistan","AFG",NA,2021-05-19,124
"88","Afghanistan","AFG",470341,2021-05-20,124
"89","Afghanistan","AFG",NA,2021-05-21,129
"90","Afghanistan","AFG",NA,2021-05-22,135
"91","Afghanistan","AFG",NA,2021-05-23,141
"92","Afghanistan","AFG",476367,2021-05-24,146
"93","Afghanistan","AFG",NA,2021-05-25,160
"94","Afghanistan","AFG",479372,2021-05-26,174
"95","Afghanistan","AFG",479574,2021-05-27,167
"96","Afghanistan","AFG",NA,2021-05-28,152
"97","Afghanistan","AFG",NA,2021-05-29,137
"98","Afghanistan","AFG",480226,2021-05-30,122
"99","Afghanistan","AFG",NA,2021-05-31,131
"100","Afghanistan","AFG",NA,2021-06-01,131
"101","Afghanistan","AFG",481690,2021-06-02,131
"102","Afghanistan","AFG",481800,2021-06-03,136
"103","Africa","OWID_AFR",0,2021-01-09,NA
"104","Africa","OWID_AFR",NA,2021-01-10,0
"105","Africa","OWID_AFR",NA,2021-01-11,0
"106","Africa","OWID_AFR",NA,2021-01-12,0
"107","Africa","OWID_AFR",2000,2021-01-13,0
"108","Africa","OWID_AFR",NA,2021-01-14,0
"109","Africa","OWID_AFR",4000,2021-01-15,0
"110","Africa","OWID_AFR",7000,2021-01-16,1
"111","Africa","OWID_AFR",NA,2021-01-17,1
"112","Africa","OWID_AFR",NA,2021-01-18,1
"113","Africa","OWID_AFR",10976,2021-01-19,1
"114","Africa","OWID_AFR",13163,2021-01-20,1
"115","Africa","OWID_AFR",NA,2021-01-21,1
"116","Africa","OWID_AFR",16890,2021-01-22,1
"117","Africa","OWID_AFR",18353,2021-01-23,1
"118","Africa","OWID_AFR",18353,2021-01-24,1
"119","Africa","OWID_AFR",19889,2021-01-25,1
"120","Africa","OWID_AFR",22712,2021-01-26,1
"121","Africa","OWID_AFR",25587,2021-01-27,1
"122","Africa","OWID_AFR",28779,2021-01-28,1
"123","Africa","OWID_AFR",30861,2021-01-29,1
"124","Africa","OWID_AFR",32206,2021-01-30,11
"125","Africa","OWID_AFR",32206,2021-01-31,15
"126","Africa","OWID_AFR",36631,2021-02-01,23
"127","Africa","OWID_AFR",37836,2021-02-02,29
"128","Africa","OWID_AFR",38746,2021-02-03,34
"129","Africa","OWID_AFR",38746,2021-02-04,39
"130","Africa","OWID_AFR",38746,2021-02-05,44
"131","Africa","OWID_AFR",39248,2021-02-06,41
"132","Africa","OWID_AFR",NA,2021-02-07,42
"133","Africa","OWID_AFR",39373,2021-02-08,38
"134","Africa","OWID_AFR",39382,2021-02-09,39
"135","Africa","OWID_AFR",39385,2021-02-10,48
"136","Africa","OWID_AFR",39611,2021-02-11,55
"137","Africa","OWID_AFR",39611,2021-02-12,77
"138","Africa","OWID_AFR",43458,2021-02-13,100
"139","Africa","OWID_AFR",NA,2021-02-14,113
"140","Africa","OWID_AFR",43467,2021-02-15,125
"141","Africa","OWID_AFR",43474,2021-02-16,139
"142","Africa","OWID_AFR",47134,2021-02-17,144
"143","Africa","OWID_AFR",50176,2021-02-18,149
"144","Africa","OWID_AFR",2487533,2021-02-19,144
"145","Africa","OWID_AFR",2581856,2021-02-20,125
"146","Africa","OWID_AFR",2587346,2021-02-21,108
"147","Africa","OWID_AFR",2700632,2021-02-22,104
"148","Africa","OWID_AFR",2799750,2021-02-23,95
"149","Africa","OWID_AFR",3092856,2021-02-24,107
"150","Africa","OWID_AFR",3367724,2021-02-25,121
"151","Africa","OWID_AFR",3557568,2021-02-26,124
"152","Africa","OWID_AFR",3680812,2021-02-27,133
"153","Africa","OWID_AFR",3688539,2021-02-28,133
"154","Africa","OWID_AFR",3834638,2021-03-01,143
"155","Africa","OWID_AFR",3934686,2021-03-02,149
"156","Africa","OWID_AFR",4038877,2021-03-03,135
"157","Africa","OWID_AFR",4132507,2021-03-04,121
"158","Africa","OWID_AFR",4283668,2021-03-05,120
"159","Africa","OWID_AFR",4409635,2021-03-06,122
"160","Africa","OWID_AFR",4450336,2021-03-07,126
"161","Africa","OWID_AFR",4724256,2021-03-08,140
"162","Africa","OWID_AFR",4798917,2021-03-09,137
"163","Africa","OWID_AFR",5001631,2021-03-10,155
"164","Africa","OWID_AFR",5072092,2021-03-11,160
"165","Africa","OWID_AFR",5129231,2021-03-12,168
"166","Africa","OWID_AFR",5286100,2021-03-13,189
"167","Africa","OWID_AFR",5302623,2021-03-14,186
"168","Africa","OWID_AFR",5399518,2021-03-15,191
"169","Africa","OWID_AFR",5440673,2021-03-16,201
"170","Africa","OWID_AFR",5487287,2021-03-17,186
"171","Africa","OWID_AFR",5674476,2021-03-18,186
"172","Africa","OWID_AFR",5746305,2021-03-19,183
"173","Africa","OWID_AFR",5767632,2021-03-20,150
"174","Africa","OWID_AFR",5789180,2021-03-21,151
"175","Africa","OWID_AFR",5817779,2021-03-22,122
"176","Africa","OWID_AFR",5891994,2021-03-23,112
"177","Africa","OWID_AFR",6572947,2021-03-24,191
"178","Africa","OWID_AFR",6633421,2021-03-25,201
"179","Africa","OWID_AFR",6738850,2021-03-26,200
"180","Africa","OWID_AFR",6962741,2021-03-27,225
"181","Africa","OWID_AFR",7218927,2021-03-28,250
"182","Africa","OWID_AFR",7305693,2021-03-29,260
"183","Africa","OWID_AFR",7387045,2021-03-30,265
"184","Africa","OWID_AFR",7744531,2021-03-31,219
"185","Africa","OWID_AFR",7900844,2021-04-01,215
"186","Africa","OWID_AFR",7977827,2021-04-02,203
"187","Africa","OWID_AFR",8061371,2021-04-03,183
"188","Africa","OWID_AFR",8131493,2021-04-04,162
"189","Africa","OWID_AFR",8226641,2021-04-05,156
"190","Africa","OWID_AFR",8521870,2021-04-06,171
"191","Africa","OWID_AFR",8839889,2021-04-07,158
"192","Africa","OWID_AFR",9540508,2021-04-08,210
"193","Africa","OWID_AFR",9667716,2021-04-09,210
"194","Africa","OWID_AFR",9789075,2021-04-10,213
"195","Africa","OWID_AFR",9924158,2021-04-11,222
"196","Africa","OWID_AFR",10035075,2021-04-12,217
"197","Africa","OWID_AFR",10124510,2021-04-13,191
"198","Africa","OWID_AFR",10473338,2021-04-14,189
"199","Africa","OWID_AFR",10561218,2021-04-15,123
"200","Africa","OWID_AFR",10775250,2021-04-16,131
"201","Africa","OWID_AFR",11066612,2021-04-17,146
"202","Africa","OWID_AFR",11612009,2021-04-18,190
"203","Africa","OWID_AFR",11809547,2021-04-19,202
"204","Africa","OWID_AFR",11960570,2021-04-20,209
"205","Africa","OWID_AFR",12156964,2021-04-21,193
"206","Africa","OWID_AFR",12243149,2021-04-22,191
"207","Africa","OWID_AFR",12408548,2021-04-23,187
"208","Africa","OWID_AFR",12454393,2021-04-24,161
"209","Africa","OWID_AFR",12520419,2021-04-25,109
"210","Africa","OWID_AFR",12604524,2021-04-26,96
"211","Africa","OWID_AFR",12746366,2021-04-27,96
"212","Africa","OWID_AFR",13765818,2021-04-28,187
"213","Africa","OWID_AFR",13849934,2021-04-29,186
"214","Africa","OWID_AFR",13988176,2021-04-30,183
"215","Africa","OWID_AFR",14102884,2021-05-01,191
"216","Africa","OWID_AFR",14151044,2021-05-02,188
"217","Africa","OWID_AFR",14294358,2021-05-03,197
"218","Africa","OWID_AFR",14534060,2021-05-04,210
"219","Africa","OWID_AFR",14750881,2021-05-05,125
"220","Africa","OWID_AFR",14884557,2021-05-06,132
"221","Africa","OWID_AFR",15433666,2021-05-07,177
"222","Africa","OWID_AFR",15587003,2021-05-08,191
"223","Africa","OWID_AFR",16063514,2021-05-09,262
"224","Africa","OWID_AFR",16498949,2021-05-10,293
"225","Africa","OWID_AFR",16908219,2021-05-11,307
"226","Africa","OWID_AFR",17814971,2021-05-12,395
"227","Africa","OWID_AFR",17978803,2021-05-13,397
"228","Africa","OWID_AFR",18121639,2021-05-14,355
"229","Africa","OWID_AFR",18358349,2021-05-15,361
"230","Africa","OWID_AFR",18441824,2021-05-16,293
"231","Africa","OWID_AFR",18824103,2021-05-17,294
"232","Africa","OWID_AFR",19412021,2021-05-18,330
"233","Africa","OWID_AFR",19824640,2021-05-19,276
"234","Africa","OWID_AFR",20159569,2021-05-20,306
"235","Africa","OWID_AFR",20591925,2021-05-21,367
"236","Africa","OWID_AFR",21500322,2021-05-22,422
"237","Africa","OWID_AFR",21697894,2021-05-23,437
"238","Africa","OWID_AFR",22076210,2021-05-24,436
"239","Africa","OWID_AFR",22573286,2021-05-25,428
"240","Africa","OWID_AFR",22768087,2021-05-26,402
"241","Africa","OWID_AFR",22896428,2021-05-27,369
"242","Africa","OWID_AFR",22964610,2021-05-28,300
"243","Africa","OWID_AFR",23504865,2021-05-29,295
"244","Africa","OWID_AFR",23758177,2021-05-30,312
"245","Africa","OWID_AFR",24567651,2021-05-31,472
"246","Africa","OWID_AFR",25055833,2021-06-01,482
"247","Africa","OWID_AFR",25297758,2021-06-02,501
"248","Africa","OWID_AFR",25566223,2021-06-03,535
"249","Africa","OWID_AFR",25616053,2021-06-04,549
"250","Africa","OWID_AFR",25754516,2021-06-05,495
"251","Africa","OWID_AFR",28217122,2021-06-06,719
"252","Africa","OWID_AFR",28360673,2021-06-07,556
"253","Albania","ALB",0,2021-01-10,NA
"254","Albania","ALB",NA,2021-01-11,22
"255","Albania","ALB",128,2021-01-12,22
"256","Albania","ALB",188,2021-01-13,22
"257","Albania","ALB",266,2021-01-14,23
"258","Albania","ALB",308,2021-01-15,22
"259","Albania","ALB",369,2021-01-16,22
"260","Albania","ALB",405,2021-01-17,20
"261","Albania","ALB",447,2021-01-18,19
"262","Albania","ALB",483,2021-01-19,18
"263","Albania","ALB",519,2021-01-20,16
"264","Albania","ALB",549,2021-01-21,14
"265","Albania","ALB",NA,2021-01-22,12
"266","Albania","ALB",NA,2021-01-23,9
"267","Albania","ALB",NA,2021-01-24,7
"268","Albania","ALB",NA,2021-01-25,5
"269","Albania","ALB",NA,2021-01-26,3
"270","Albania","ALB",NA,2021-01-27,1
"271","Albania","ALB",NA,2021-01-28,0
"272","Albania","ALB",NA,2021-01-29,0
"273","Albania","ALB",NA,2021-01-30,0
"274","Albania","ALB",NA,2021-01-31,0
"275","Albania","ALB",NA,2021-02-01,0
"276","Albania","ALB",549,2021-02-02,0
"277","Albania","ALB",NA,2021-02-03,4
"278","Albania","ALB",NA,2021-02-04,8
"279","Albania","ALB",NA,2021-02-05,12
"280","Albania","ALB",NA,2021-02-06,16
"281","Albania","ALB",NA,2021-02-07,21
"282","Albania","ALB",NA,2021-02-08,25
"283","Albania","ALB",689,2021-02-09,28
"284","Albania","ALB",NA,2021-02-10,28
"285","Albania","ALB",NA,2021-02-11,27
"286","Albania","ALB",NA,2021-02-12,27
"287","Albania","ALB",NA,2021-02-13,26
"288","Albania","ALB",NA,2021-02-14,26
"289","Albania","ALB",NA,2021-02-15,25
"290","Albania","ALB",NA,2021-02-16,25
"291","Albania","ALB",1090,2021-02-17,25
"292","Albania","ALB",2438,2021-02-18,88
"293","Albania","ALB",NA,2021-02-19,141
"294","Albania","ALB",NA,2021-02-20,179
"295","Albania","ALB",NA,2021-02-21,218
"296","Albania","ALB",6073,2021-02-22,257
"297","Albania","ALB",NA,2021-02-23,310
"298","Albania","ALB",NA,2021-02-24,362
"299","Albania","ALB",NA,2021-02-25,352
"300","Albania","ALB",NA,2021-02-26,347
"301","Albania","ALB",NA,2021-02-27,357
"302","Albania","ALB",NA,2021-02-28,366
"303","Albania","ALB",NA,2021-03-01,376
"304","Albania","ALB",NA,2021-03-02,357
"305","Albania","ALB",NA,2021-03-03,337
"306","Albania","ALB",NA,2021-03-04,322
"307","Albania","ALB",NA,2021-03-05,312
"308","Albania","ALB",NA,2021-03-06,301
"309","Albania","ALB",NA,2021-03-07,291
"310","Albania","ALB",NA,2021-03-08,281
"311","Albania","ALB",NA,2021-03-09,285
"312","Albania","ALB",NA,2021-03-10,289
"313","Albania","ALB",NA,2021-03-11,298
"314","Albania","ALB",NA,2021-03-12,307
"315","Albania","ALB",NA,2021-03-13,362
"316","Albania","ALB",NA,2021-03-14,417
"317","Albania","ALB",NA,2021-03-15,473
"318","Albania","ALB",NA,2021-03-16,528
"319","Albania","ALB",NA,2021-03-17,583
"320","Albania","ALB",NA,2021-03-18,681
"321","Albania","ALB",NA,2021-03-19,778
"322","Albania","ALB",NA,2021-03-20,829
"323","Albania","ALB",NA,2021-03-21,880
"324","Albania","ALB",NA,2021-03-22,931
"325","Albania","ALB",NA,2021-03-23,1006
"326","Albania","ALB",NA,2021-03-24,1024
"327","Albania","ALB",NA,2021-03-25,1142
"328","Albania","ALB",NA,2021-03-26,1138
"329","Albania","ALB",NA,2021-03-27,1082
"330","Albania","ALB",NA,2021-03-28,1626
"331","Albania","ALB",NA,2021-03-29,2503
"332","Albania","ALB",NA,2021-03-30,3357
"333","Albania","ALB",NA,2021-03-31,4212
"334","Albania","ALB",NA,2021-04-01,4771
"335","Albania","ALB",NA,2021-04-02,5472
"336","Albania","ALB",NA,2021-04-03,6028
"337","Albania","ALB",NA,2021-04-04,5703
"338","Albania","ALB",NA,2021-04-05,5363
"339","Albania","ALB",NA,2021-04-06,5077
"340","Albania","ALB",NA,2021-04-07,4643
"341","Albania","ALB",NA,2021-04-08,4323
"342","Albania","ALB",NA,2021-04-09,3881
"343","Albania","ALB",NA,2021-04-10,3540
"344","Albania","ALB",NA,2021-04-11,3439
"345","Albania","ALB",NA,2021-04-12,3019
"346","Albania","ALB",NA,2021-04-13,2960
"347","Albania","ALB",NA,2021-04-14,3002
"348","Albania","ALB",NA,2021-04-15,3075
"349","Albania","ALB",NA,2021-04-16,3174
"350","Albania","ALB",NA,2021-04-17,3377
"351","Albania","ALB",NA,2021-04-18,3511
"352","Albania","ALB",NA,2021-04-19,3892
"353","Albania","ALB",NA,2021-04-20,3414
"354","Albania","ALB",NA,2021-04-21,3933
"355","Albania","ALB",NA,2021-04-22,3897
"356","Albania","ALB",NA,2021-04-23,3809
"357","Albania","ALB",NA,2021-04-24,3734
"358","Albania","ALB",NA,2021-04-25,3546
"359","Albania","ALB",NA,2021-04-26,3112
"360","Albania","ALB",NA,2021-04-27,3319
"361","Albania","ALB",NA,2021-04-28,3055
"362","Albania","ALB",NA,2021-04-29,3487
"363","Albania","ALB",NA,2021-04-30,4247
"364","Albania","ALB",NA,2021-05-01,4664
"365","Albania","ALB",NA,2021-05-02,5035
"366","Albania","ALB",NA,2021-05-03,5405
"367","Albania","ALB",NA,2021-05-04,5983
"368","Albania","ALB",NA,2021-05-05,6104
"369","Albania","ALB",NA,2021-05-06,5906
"370","Albania","ALB",NA,2021-05-07,5400
"371","Albania","ALB",NA,2021-05-08,5100
"372","Albania","ALB",NA,2021-05-09,4678
"373","Albania","ALB",NA,2021-05-10,4739
"374","Albania","ALB",440921,2021-05-11,4225
"375","Albania","ALB",444755,2021-05-12,3777
"376","Albania","ALB",445402,2021-05-13,3282
"377","Albania","ALB",448571,2021-05-14,3357
"378","Albania","ALB",NA,2021-05-15,3251
"379","Albania","ALB",NA,2021-05-16,3533
"380","Albania","ALB",456980,2021-05-17,3332
"381","Albania","ALB",460191,2021-05-18,3298
"382","Albania","ALB",463402,2021-05-19,3233
"383","Albania","ALB",466083,2021-05-20,3247
"384","Albania","ALB",469169,2021-05-21,2756
"385","Albania","ALB",NA,2021-05-22,2506
"386","Albania","ALB",472840,2021-05-23,2256
"387","Albania","ALB",475237,2021-05-24,2236
"388","Albania","ALB",NA,2021-05-25,2388
"389","Albania","ALB",479789,2021-05-26,2540
"390","Albania","ALB",481788,2021-05-27,2745
"391","Albania","ALB",NA,2021-05-28,2710
"392","Albania","ALB",NA,2021-05-29,2734
"393","Albania","ALB",485162,2021-05-30,2759
"394","Albania","ALB",486128,2021-05-31,2548
"395","Albania","ALB",487078,2021-06-01,2149
"396","Albania","ALB",NA,2021-06-02,1730
"397","Albania","ALB",490050,2021-06-03,1404
"398","Albania","ALB",NA,2021-06-04,1373
"399","Albania","ALB",NA,2021-06-05,1342
"400","Albania","ALB",492522,2021-06-06,1311
"401","Albania","ALB",493346,2021-06-07,1351
"402","Algeria","DZA",0,2021-01-29,NA
"403","Algeria","DZA",30,2021-01-30,1
"404","Algeria","DZA",NA,2021-01-31,43
"405","Algeria","DZA",NA,2021-02-01,57
"406","Algeria","DZA",NA,2021-02-02,64
"407","Algeria","DZA",NA,2021-02-03,69
"408","Algeria","DZA",NA,2021-02-04,71
"409","Algeria","DZA",NA,2021-02-05,73
"410","Algeria","DZA",NA,2021-02-06,85
"411","Algeria","DZA",NA,2021-02-07,85
"412","Algeria","DZA",NA,2021-02-08,85
"413","Algeria","DZA",NA,2021-02-09,85
"414","Algeria","DZA",NA,2021-02-10,85
"415","Algeria","DZA",NA,2021-02-11,85
"416","Algeria","DZA",NA,2021-02-12,85
"417","Algeria","DZA",NA,2021-02-13,85
"418","Algeria","DZA",NA,2021-02-14,85
"419","Algeria","DZA",NA,2021-02-15,85
"420","Algeria","DZA",NA,2021-02-16,85
"421","Algeria","DZA",NA,2021-02-17,85
"422","Algeria","DZA",NA,2021-02-18,85
"423","Algeria","DZA",75000,2021-02-19,85
"424","Algeria","DZA",NA,2021-02-20,147
"425","Algeria","DZA",NA,2021-02-21,209
"426","Algeria","DZA",NA,2021-02-22,270
"427","Algeria","DZA",NA,2021-02-23,332
"428","Algeria","DZA",NA,2021-02-24,394
"429","Algeria","DZA",NA,2021-02-25,455
"430","Algeria","DZA",NA,2021-02-26,517
"431","Algeria","DZA",NA,2021-02-27,517
"432","Algeria","DZA",NA,2021-02-28,517
"433","Algeria","DZA",NA,2021-03-01,517
"434","Algeria","DZA",NA,2021-03-02,517
"435","Algeria","DZA",NA,2021-03-03,517
"436","Algeria","DZA",NA,2021-03-04,517
"437","Algeria","DZA",NA,2021-03-05,517
"438","Algeria","DZA",NA,2021-03-06,517
"439","Algeria","DZA",NA,2021-03-07,517
"440","Algeria","DZA",NA,2021-03-08,517
"441","Algeria","DZA",NA,2021-03-09,517
"442","Algeria","DZA",NA,2021-03-10,517
"443","Algeria","DZA",NA,2021-03-11,517
"444","Algeria","DZA",NA,2021-03-12,517
"445","Algeria","DZA",NA,2021-03-13,517
"446","Algeria","DZA",NA,2021-03-14,517
"447","Algeria","DZA",NA,2021-03-15,517
"448","Algeria","DZA",NA,2021-03-16,517
"449","Algeria","DZA",NA,2021-03-17,517
"450","Algeria","DZA",NA,2021-03-18,517
"451","Algeria","DZA",NA,2021-03-19,517
"452","Algeria","DZA",NA,2021-03-20,517
"453","Algeria","DZA",NA,2021-03-21,517
"454","Algeria","DZA",NA,2021-03-22,517
"455","Algeria","DZA",NA,2021-03-23,517
"456","Algeria","DZA",NA,2021-03-24,517
"457","Algeria","DZA",NA,2021-03-25,517
"458","Algeria","DZA",NA,2021-03-26,517
"459","Algeria","DZA",NA,2021-03-27,517
"460","Algeria","DZA",NA,2021-03-28,517
"461","Algeria","DZA",NA,2021-03-29,517
"462","Algeria","DZA",NA,2021-03-30,517
"463","Algeria","DZA",NA,2021-03-31,517
"464","Algeria","DZA",NA,2021-04-01,517
"465","Algeria","DZA",NA,2021-04-02,517
"466","Algeria","DZA",NA,2021-04-03,517
"467","Algeria","DZA",NA,2021-04-04,517
"468","Algeria","DZA",NA,2021-04-05,517
"469","Algeria","DZA",NA,2021-04-06,517
"470","Algeria","DZA",NA,2021-04-07,517
"471","Algeria","DZA",NA,2021-04-08,517
"472","Algeria","DZA",NA,2021-04-09,517
"473","Algeria","DZA",NA,2021-04-10,517
"474","Algeria","DZA",NA,2021-04-11,517
"475","Algeria","DZA",NA,2021-04-12,517
"476","Algeria","DZA",NA,2021-04-13,517
"477","Algeria","DZA",NA,2021-04-14,517
"478","Algeria","DZA",NA,2021-04-15,517
"479","Algeria","DZA",NA,2021-04-16,517
"480","Algeria","DZA",NA,2021-04-17,517
"481","Algeria","DZA",NA,2021-04-18,517
"482","Algeria","DZA",NA,2021-04-19,517
"483","Algeria","DZA",NA,2021-04-20,517
"484","Algeria","DZA",NA,2021-04-21,517
"485","Algeria","DZA",NA,2021-04-22,517
"486","Algeria","DZA",NA,2021-04-23,517
"487","Algeria","DZA",NA,2021-04-24,517
"488","Algeria","DZA",NA,2021-04-25,517
"489","Algeria","DZA",NA,2021-04-26,517
"490","Algeria","DZA",NA,2021-04-27,517
"491","Algeria","DZA",NA,2021-04-28,517
"492","Algeria","DZA",NA,2021-04-29,517
"493","Algeria","DZA",NA,2021-04-30,517
"494","Algeria","DZA",NA,2021-05-01,517
"495","Algeria","DZA",NA,2021-05-02,517
"496","Algeria","DZA",NA,2021-05-03,517
"497","Algeria","DZA",NA,2021-05-04,517
"498","Algeria","DZA",NA,2021-05-05,517
"499","Algeria","DZA",NA,2021-05-06,517
"500","Algeria","DZA",NA,2021-05-07,517
"501","Algeria","DZA",NA,2021-05-08,517
"502","Algeria","DZA",NA,2021-05-09,517
"503","Algeria","DZA",NA,2021-05-10,517
"504","Algeria","DZA",NA,2021-05-11,517
"505","Algeria","DZA",NA,2021-05-12,517
"506","Algeria","DZA",NA,2021-05-13,517
"507","Algeria","DZA",NA,2021-05-14,517
"508","Algeria","DZA",NA,2021-05-15,517
"509","Algeria","DZA",NA,2021-05-16,517
"510","Algeria","DZA",NA,2021-05-17,517
"511","Algeria","DZA",NA,2021-05-18,517
"512","Algeria","DZA",NA,2021-05-19,517
"513","Algeria","DZA",NA,2021-05-20,517
"514","Algeria","DZA",NA,2021-05-21,517
"515","Algeria","DZA",NA,2021-05-22,517
"516","Algeria","DZA",NA,2021-05-23,517
"517","Algeria","DZA",NA,2021-05-24,517
"518","Algeria","DZA",NA,2021-05-25,517
"519","Algeria","DZA",NA,2021-05-26,517
"520","Algeria","DZA",NA,2021-05-27,517
"521","Algeria","DZA",NA,2021-05-28,517
"522","Algeria","DZA",NA,2021-05-29,517
"523","Algeria","DZA",NA,2021-05-30,517
"524","Algeria","DZA",NA,2021-05-31,517
"525","Algeria","DZA",NA,2021-06-01,517
"526","Algeria","DZA",NA,2021-06-02,517
"527","Algeria","DZA",NA,2021-06-03,517
"528","Algeria","DZA",NA,2021-06-04,517
"529","Algeria","DZA",NA,2021-06-05,517
"530","Algeria","DZA",2500000,2021-06-06,517
"531","Andorra","AND",576,2021-01-25,NA
"532","Andorra","AND",NA,2021-01-26,854
"533","Andorra","AND",NA,2021-01-27,854
"534","Andorra","AND",NA,2021-01-28,854
"535","Andorra","AND",NA,2021-01-29,854
"536","Andorra","AND",NA,2021-01-30,854
"537","Andorra","AND",NA,2021-01-31,854
"538","Andorra","AND",1036,2021-02-01,854
"539","Andorra","AND",NA,2021-02-02,777
"540","Andorra","AND",NA,2021-02-03,712
"541","Andorra","AND",NA,2021-02-04,647
"542","Andorra","AND",NA,2021-02-05,569
"543","Andorra","AND",NA,2021-02-06,505
"544","Andorra","AND",NA,2021-02-07,440
"545","Andorra","AND",NA,2021-02-08,362
"546","Andorra","AND",NA,2021-02-09,362
"547","Andorra","AND",1291,2021-02-10,362
"548","Andorra","AND",NA,2021-02-11,621
"549","Andorra","AND",1622,2021-02-12,880
"550","Andorra","AND",NA,2021-02-13,958
"551","Andorra","AND",NA,2021-02-14,1048
"552","Andorra","AND",NA,2021-02-15,1126
"553","Andorra","AND",NA,2021-02-16,1217
"554","Andorra","AND",NA,2021-02-17,1294
